Borough,LEGGI_Year,Sector,Fuel,Data_Year,KtCO2e
Barking and Dagenham,2017,Domestic,Electricity,2017,72.53736757
Barnet,2017,Domestic,Electricity,2017,171.5542868
Bexley,2017,Domestic,Electricity,2017,103.10438
Brent,2017,Domestic,Electricity,2017,117.7367344
Bromley,2017,Domestic,Electricity,2017,151.7814693
Camden,2017,Domestic,Electricity,2017,96.64989102
City of London,2017,Domestic,Electricity,2017,7.817879152
Croydon,2017,Domestic,Electricity,2017,160.5550312
Ealing,2017,Domestic,Electricity,2017,130.1446729
Enfield,2017,Domestic,Electricity,2017,135.059424
Greenwich,2017,Domestic,Electricity,2017,103.1364599
Hackney,2017,Domestic,Electricity,2017,95.14447152
Hammersmith and Fulham,2017,Domestic,Electricity,2017,79.40864905
Haringey,2017,Domestic,Electricity,2017,99.45413158
Harrow,2017,Domestic,Electricity,2017,96.40305492
Havering,2017,Domestic,Electricity,2017,110.4584831
Hillingdon,2017,Domestic,Electricity,2017,117.8245479
Hounslow,2017,Domestic,Electricity,2017,106.053572
Islington,2017,Domestic,Electricity,2017,87.50306996
Kensington and Chelsea,2017,Domestic,Electricity,2017,102.7180615
Kingston,2017,Domestic,Electricity,2017,72.33121049
Lambeth,2017,Domestic,Electricity,2017,120.9784219
Lewisham,2017,Domestic,Electricity,2017,113.8392786
Merton,2017,Domestic,Electricity,2017,86.78908993
Newham,2017,Domestic,Electricity,2017,105.0285983
Redbridge,2017,Domestic,Electricity,2017,109.9482813
Richmond,2017,Domestic,Electricity,2017,93.94284405
Southwark,2017,Domestic,Electricity,2017,123.5682606
Sutton,2017,Domestic,Electricity,2017,89.44325922
Tower Hamlets,2017,Domestic,Electricity,2017,115.8432267
Waltham Forest,2017,Domestic,Electricity,2017,95.90497534
Wandsworth,2017,Domestic,Electricity,2017,138.1139667
Westminster,2017,Domestic,Electricity,2017,136.22905
Unapportioned,2017,Domestic,Electricity,2017,-
London,2017,Domestic,Electricity,2017,3547.006101
Barking and Dagenham,2017,Domestic,Gas,2017,144.8622418
Barnet,2017,Domestic,Gas,2017,415.4746032
Bexley,2017,Domestic,Gas,2017,236.435353
Brent,2017,Domestic,Gas,2017,290.9512722
Bromley,2017,Domestic,Gas,2017,389.6248238
Camden,2017,Domestic,Gas,2017,181.3373134
City of London,2017,Domestic,Gas,2017,5.215569676
Croydon,2017,Domestic,Gas,2017,390.8342375
Ealing,2017,Domestic,Gas,2017,318.2540336
Enfield,2017,Domestic,Gas,2017,298.510094
Greenwich,2017,Domestic,Gas,2017,217.6360217
Hackney,2017,Domestic,Gas,2017,186.139179
Hammersmith and Fulham,2017,Domestic,Gas,2017,168.7252559
Haringey,2017,Domestic,Gas,2017,241.0601607
Harrow,2017,Domestic,Gas,2017,271.14023
Havering,2017,Domestic,Gas,2017,258.1553331
Hillingdon,2017,Domestic,Gas,2017,275.0690873
Hounslow,2017,Domestic,Gas,2017,223.4337756
Islington,2017,Domestic,Gas,2017,172.3362712
Kensington and Chelsea,2017,Domestic,Gas,2017,165.6651364
Kingston,2017,Domestic,Gas,2017,170.5046958
Lambeth,2017,Domestic,Gas,2017,265.2685539
Lewisham,2017,Domestic,Gas,2017,254.4410048
Merton,2017,Domestic,Gas,2017,204.7862886
Newham,2017,Domestic,Gas,2017,208.0071721
Redbridge,2017,Domestic,Gas,2017,275.9554013
Richmond,2017,Domestic,Gas,2017,226.8656201
Southwark,2017,Domestic,Gas,2017,198.5472021
Sutton,2017,Domestic,Gas,2017,198.9931529
Tower Hamlets,2017,Domestic,Gas,2017,133.582857
Waltham Forest,2017,Domestic,Gas,2017,229.0085939
Wandsworth,2017,Domestic,Gas,2017,291.6013877
Westminster,2017,Domestic,Gas,2017,182.7351884
Unapportioned,2017,Domestic,Gas,2017,-
London,2017,Domestic,Gas,2017,7691.157112
Barking and Dagenham,2017,Domestic,Coal,2017,1.931094284
Barnet,2017,Domestic,Coal,2017,1.845297896
Bexley,2017,Domestic,Coal,2017,2.270269251
Brent,2017,Domestic,Coal,2017,1.332322336
Bromley,2017,Domestic,Coal,2017,2.446244499
Camden,2017,Domestic,Coal,2017,0.449380675
City of London,2017,Domestic,Coal,2017,0.001729696
Croydon,2017,Domestic,Coal,2017,3.071673265
Ealing,2017,Domestic,Coal,2017,2.08452526
Enfield,2017,Domestic,Coal,2017,2.500063558
Greenwich,2017,Domestic,Coal,2017,1.86725266
Hackney,2017,Domestic,Coal,2017,0.729922339
Hammersmith and Fulham,2017,Domestic,Coal,2017,0.714112373
Haringey,2017,Domestic,Coal,2017,1.429402761
Harrow,2017,Domestic,Coal,2017,1.390658567
Havering,2017,Domestic,Coal,2017,2.325845463
Hillingdon,2017,Domestic,Coal,2017,1.935191007
Hounslow,2017,Domestic,Coal,2017,1.62683331
Islington,2017,Domestic,Coal,2017,0.52688874
Kensington and Chelsea,2017,Domestic,Coal,2017,0.428852901
Kingston,2017,Domestic,Coal,2017,1.123988473
Lambeth,2017,Domestic,Coal,2017,1.287648774
Lewisham,2017,Domestic,Coal,2017,2.012732383
Merton,2017,Domestic,Coal,2017,1.85501645
Newham,2017,Domestic,Coal,2017,2.077141032
Redbridge,2017,Domestic,Coal,2017,2.010887043
Richmond,2017,Domestic,Coal,2017,1.409862067
Southwark,2017,Domestic,Coal,2017,1.01728528
Sutton,2017,Domestic,Coal,2017,1.606429856
Tower Hamlets,2017,Domestic,Coal,2017,0.49857971
Waltham Forest,2017,Domestic,Coal,2017,2.179279798
Wandsworth,2017,Domestic,Coal,2017,1.566230182
Westminster,2017,Domestic,Coal,2017,0.453593145
Unapportioned,2017,Domestic,Coal,2017,-
London,2017,Domestic,Coal,2017,50.00623504
Barking and Dagenham,2017,Domestic,Oil,2017,0.654757225
Barnet,2017,Domestic,Oil,2017,2.186340236
Bexley,2017,Domestic,Oil,2017,1.529736181
Brent,2017,Domestic,Oil,2017,1.301404611
Bromley,2017,Domestic,Oil,2017,3.484387306
Camden,2017,Domestic,Oil,2017,2.40422683
City of London,2017,Domestic,Oil,2017,0.087120868
Croydon,2017,Domestic,Oil,2017,2.240215798
Ealing,2017,Domestic,Oil,2017,1.640010185
Enfield,2017,Domestic,Oil,2017,1.590347743
Greenwich,2017,Domestic,Oil,2017,1.194156532
Hackney,2017,Domestic,Oil,2017,0.77333261
Hammersmith and Fulham,2017,Domestic,Oil,2017,0.93543661
Haringey,2017,Domestic,Oil,2017,0.790785125
Harrow,2017,Domestic,Oil,2017,1.376017395
Havering,2017,Domestic,Oil,2017,1.930185015
Hillingdon,2017,Domestic,Oil,2017,2.331842705
Hounslow,2017,Domestic,Oil,2017,1.797283904
Islington,2017,Domestic,Oil,2017,0.80957757
Kensington and Chelsea,2017,Domestic,Oil,2017,2.058666512
Kingston,2017,Domestic,Oil,2017,0.858409845
Lambeth,2017,Domestic,Oil,2017,1.548292776
Lewisham,2017,Domestic,Oil,2017,1.044775536
Merton,2017,Domestic,Oil,2017,1.123461954
Newham,2017,Domestic,Oil,2017,0.478250756
Redbridge,2017,Domestic,Oil,2017,1.211878468
Richmond,2017,Domestic,Oil,2017,1.637853757
Southwark,2017,Domestic,Oil,2017,2.124910909
Sutton,2017,Domestic,Oil,2017,1.303508999
Tower Hamlets,2017,Domestic,Oil,2017,1.157978004
Waltham Forest,2017,Domestic,Oil,2017,0.753068524
Wandsworth,2017,Domestic,Oil,2017,1.433479931
Westminster,2017,Domestic,Oil,2017,3.006336205
Unapportioned,2017,Domestic,Oil,2017,-
London,2017,Domestic,Oil,2017,48.79803663
Barking and Dagenham,2017,Domestic,Total,N/A,219.9854609
Barnet,2017,Domestic,Total,N/A,591.0605282
Bexley,2017,Domestic,Total,N/A,343.3397384
Brent,2017,Domestic,Total,N/A,411.3217335
Bromley,2017,Domestic,Total,N/A,547.3369249
Camden,2017,Domestic,Total,N/A,280.840812
City of London,2017,Domestic,Total,N/A,13.12229939
Croydon,2017,Domestic,Total,N/A,556.7011578
Ealing,2017,Domestic,Total,N/A,452.1232419
Enfield,2017,Domestic,Total,N/A,437.6599293
Greenwich,2017,Domestic,Total,N/A,323.8338909
Hackney,2017,Domestic,Total,N/A,282.7869055
Hammersmith and Fulham,2017,Domestic,Total,N/A,249.7834539
Haringey,2017,Domestic,Total,N/A,342.7344801
Harrow,2017,Domestic,Total,N/A,370.3099609
Havering,2017,Domestic,Total,N/A,372.8698467
Hillingdon,2017,Domestic,Total,N/A,397.160669
Hounslow,2017,Domestic,Total,N/A,332.9114648
Islington,2017,Domestic,Total,N/A,261.1758075
Kensington and Chelsea,2017,Domestic,Total,N/A,270.8707173
Kingston,2017,Domestic,Total,N/A,244.8183047
Lambeth,2017,Domestic,Total,N/A,389.0829173
Lewisham,2017,Domestic,Total,N/A,371.3377913
Merton,2017,Domestic,Total,N/A,294.553857
Newham,2017,Domestic,Total,N/A,315.5911622
Redbridge,2017,Domestic,Total,N/A,389.1264481
Richmond,2017,Domestic,Total,N/A,323.8561799
Southwark,2017,Domestic,Total,N/A,325.2576589
Sutton,2017,Domestic,Total,N/A,291.346351
Tower Hamlets,2017,Domestic,Total,N/A,251.0826414
Waltham Forest,2017,Domestic,Total,N/A,327.8459176
Wandsworth,2017,Domestic,Total,N/A,432.7150645
Westminster,2017,Domestic,Total,N/A,322.4241677
Unapportioned,2017,Domestic,Total,N/A,-
London,2017,Domestic,Total,N/A,11336.96748
Barking and Dagenham,2017,Industrial and Commercial,Electricity w/o rail,2017,108.1861848
Barnet,2017,Industrial and Commercial,Electricity w/o rail,2017,137.0056741
Bexley,2017,Industrial and Commercial,Electricity w/o rail,2017,109.4815631
Brent,2017,Industrial and Commercial,Electricity w/o rail,2017,209.4851073
Bromley,2017,Industrial and Commercial,Electricity w/o rail,2017,111.1238775
Camden,2017,Industrial and Commercial,Electricity w/o rail,2017,371.0526546
City of London,2017,Industrial and Commercial,Electricity w/o rail,2017,562.6960252
Croydon,2017,Industrial and Commercial,Electricity w/o rail,2017,176.7248211
Ealing,2017,Industrial and Commercial,Electricity w/o rail,2017,245.8908579
Enfield,2017,Industrial and Commercial,Electricity w/o rail,2017,146.8555238
Greenwich,2017,Industrial and Commercial,Electricity w/o rail,2017,124.8298229
Hackney,2017,Industrial and Commercial,Electricity w/o rail,2017,152.8440539
Hammersmith and Fulham,2017,Industrial and Commercial,Electricity w/o rail,2017,183.3388083
Haringey,2017,Industrial and Commercial,Electricity w/o rail,2017,112.1610285
Harrow,2017,Industrial and Commercial,Electricity w/o rail,2017,60.43730601
Havering,2017,Industrial and Commercial,Electricity w/o rail,2017,105.9516556
Hillingdon,2017,Industrial and Commercial,Electricity w/o rail,2017,264.6673288
Hounslow,2017,Industrial and Commercial,Electricity w/o rail,2017,253.2193176
Islington,2017,Industrial and Commercial,Electricity w/o rail,2017,223.5861172
Kensington and Chelsea,2017,Industrial and Commercial,Electricity w/o rail,2017,266.6124824
Kingston,2017,Industrial and Commercial,Electricity w/o rail,2017,97.14975936
Lambeth,2017,Industrial and Commercial,Electricity w/o rail,2017,173.0333666
Lewisham,2017,Industrial and Commercial,Electricity w/o rail,2017,79.22436129
Merton,2017,Industrial and Commercial,Electricity w/o rail,2017,127.1303476
Newham,2017,Industrial and Commercial,Electricity w/o rail,2017,282.5968053
Redbridge,2017,Industrial and Commercial,Electricity w/o rail,2017,72.79041049
Richmond,2017,Industrial and Commercial,Electricity w/o rail,2017,86.30902353
Southwark,2017,Industrial and Commercial,Electricity w/o rail,2017,332.9393009
Sutton,2017,Industrial and Commercial,Electricity w/o rail,2017,98.4530941
Tower Hamlets,2017,Industrial and Commercial,Electricity w/o rail,2017,595.2658007
Waltham Forest,2017,Industrial and Commercial,Electricity w/o rail,2017,91.5749429
Wandsworth,2017,Industrial and Commercial,Electricity w/o rail,2017,139.8242527
Westminster,2017,Industrial and Commercial,Electricity w/o rail,2017,864.7938182
Unapportioned,2017,Industrial and Commercial,Electricity w/o rail,2017,-
London,2017,Industrial and Commercial,Electricity w/o rail,2017,6967.235494
Barking and Dagenham,2017,Industrial and Commercial,Gas,2017,41.29043843
Barnet,2017,Industrial and Commercial,Gas,2017,103.0346999
Bexley,2017,Industrial and Commercial,Gas,2017,136.5859019
Brent,2017,Industrial and Commercial,Gas,2017,97.3538947
Bromley,2017,Industrial and Commercial,Gas,2017,71.5016266
Camden,2017,Industrial and Commercial,Gas,2017,265.7286503
City of London,2017,Industrial and Commercial,Gas,2017,155.0161289
Croydon,2017,Industrial and Commercial,Gas,2017,85.72637207
Ealing,2017,Industrial and Commercial,Gas,2017,136.114158
Enfield,2017,Industrial and Commercial,Gas,2017,97.80771668
Greenwich,2017,Industrial and Commercial,Gas,2017,85.52984493
Hackney,2017,Industrial and Commercial,Gas,2017,71.35602456
Hammersmith and Fulham,2017,Industrial and Commercial,Gas,2017,106.8150917
Haringey,2017,Industrial and Commercial,Gas,2017,65.40276305
Harrow,2017,Industrial and Commercial,Gas,2017,45.74377156
Havering,2017,Industrial and Commercial,Gas,2017,44.17105237
Hillingdon,2017,Industrial and Commercial,Gas,2017,141.2636723
Hounslow,2017,Industrial and Commercial,Gas,2017,108.0669193
Islington,2017,Industrial and Commercial,Gas,2017,127.2059505
Kensington and Chelsea,2017,Industrial and Commercial,Gas,2017,163.0441371
Kingston,2017,Industrial and Commercial,Gas,2017,45.45665439
Lambeth,2017,Industrial and Commercial,Gas,2017,145.7341983
Lewisham,2017,Industrial and Commercial,Gas,2017,64.82345614
Merton,2017,Industrial and Commercial,Gas,2017,57.15565521
Newham,2017,Industrial and Commercial,Gas,2017,178.6027363
Redbridge,2017,Industrial and Commercial,Gas,2017,45.5385466
Richmond,2017,Industrial and Commercial,Gas,2017,57.94250008
Southwark,2017,Industrial and Commercial,Gas,2017,191.9970784
Sutton,2017,Industrial and Commercial,Gas,2017,49.35992482
Tower Hamlets,2017,Industrial and Commercial,Gas,2017,148.6739035
Waltham Forest,2017,Industrial and Commercial,Gas,2017,53.4894558
Wandsworth,2017,Industrial and Commercial,Gas,2017,115.0456102
Westminster,2017,Industrial and Commercial,Gas,2017,494.82297
Unapportioned,2017,Industrial and Commercial,Gas,2017,13.79575057
London,2017,Industrial and Commercial,Gas,2017,3811.197255
Barking and Dagenham,2017,Industrial and Commercial,Coal,2017,0.054220156
Barnet,2017,Industrial and Commercial,Coal,2017,0.638064684
Bexley,2017,Industrial and Commercial,Coal,2017,0.194221124
Brent,2017,Industrial and Commercial,Coal,2017,0
Bromley,2017,Industrial and Commercial,Coal,2017,0.002325436
Camden,2017,Industrial and Commercial,Coal,2017,0.055063136
City of London,2017,Industrial and Commercial,Coal,2017,0.018354379
Croydon,2017,Industrial and Commercial,Coal,2017,0.073089633
Ealing,2017,Industrial and Commercial,Coal,2017,0.197548441
Enfield,2017,Industrial and Commercial,Coal,2017,0.117679041
Greenwich,2017,Industrial and Commercial,Coal,2017,0.01862327
Hackney,2017,Industrial and Commercial,Coal,2017,0.212575503
Hammersmith and Fulham,2017,Industrial and Commercial,Coal,2017,0
Haringey,2017,Industrial and Commercial,Coal,2017,0.073417515
Harrow,2017,Industrial and Commercial,Coal,2017,0.000134446
Havering,2017,Industrial and Commercial,Coal,2017,0.206795235
Hillingdon,2017,Industrial and Commercial,Coal,2017,0.12426357
Hounslow,2017,Industrial and Commercial,Coal,2017,0.242776405
Islington,2017,Industrial and Commercial,Coal,2017,0.265469354
Kensington and Chelsea,2017,Industrial and Commercial,Coal,2017,0.064740375
Kingston,2017,Industrial and Commercial,Coal,2017,0.367087574
Lambeth,2017,Industrial and Commercial,Coal,2017,0
Lewisham,2017,Industrial and Commercial,Coal,2017,0.034539472
Merton,2017,Industrial and Commercial,Coal,2017,0.438380619
Newham,2017,Industrial and Commercial,Coal,2017,0.073112318
Redbridge,2017,Industrial and Commercial,Coal,2017,0.220252544
Richmond,2017,Industrial and Commercial,Coal,2017,0
Southwark,2017,Industrial and Commercial,Coal,2017,0.183588602
Sutton,2017,Industrial and Commercial,Coal,2017,0.016185094
Tower Hamlets,2017,Industrial and Commercial,Coal,2017,0.714651582
Waltham Forest,2017,Industrial and Commercial,Coal,2017,0.034539472
Wandsworth,2017,Industrial and Commercial,Coal,2017,0.016185094
Westminster,2017,Industrial and Commercial,Coal,2017,4.912143415
Unapportioned,2017,Industrial and Commercial,Coal,2017,-
London,2017,Industrial and Commercial,Coal,2017,9.570027489
Barking and Dagenham,2017,Industrial and Commercial,Oil,2017,29.07633239
Barnet,2017,Industrial and Commercial,Oil,2017,15.75706566
Bexley,2017,Industrial and Commercial,Oil,2017,27.82425338
Brent,2017,Industrial and Commercial,Oil,2017,23.7192042
Bromley,2017,Industrial and Commercial,Oil,2017,21.90189591
Camden,2017,Industrial and Commercial,Oil,2017,18.06984135
City of London,2017,Industrial and Commercial,Oil,2017,13.98266436
Croydon,2017,Industrial and Commercial,Oil,2017,10.08979973
Ealing,2017,Industrial and Commercial,Oil,2017,27.84570841
Enfield,2017,Industrial and Commercial,Oil,2017,20.14280069
Greenwich,2017,Industrial and Commercial,Oil,2017,20.02283194
Hackney,2017,Industrial and Commercial,Oil,2017,7.126248539
Hammersmith and Fulham,2017,Industrial and Commercial,Oil,2017,10.34665415
Haringey,2017,Industrial and Commercial,Oil,2017,7.327900759
Harrow,2017,Industrial and Commercial,Oil,2017,6.416500796
Havering,2017,Industrial and Commercial,Oil,2017,17.98960068
Hillingdon,2017,Industrial and Commercial,Oil,2017,135.1084816
Hounslow,2017,Industrial and Commercial,Oil,2017,14.41615746
Islington,2017,Industrial and Commercial,Oil,2017,6.988048478
Kensington and Chelsea,2017,Industrial and Commercial,Oil,2017,2.407848655
Kingston,2017,Industrial and Commercial,Oil,2017,8.650643328
Lambeth,2017,Industrial and Commercial,Oil,2017,4.371099325
Lewisham,2017,Industrial and Commercial,Oil,2017,2.928600925
Merton,2017,Industrial and Commercial,Oil,2017,8.283320213
Newham,2017,Industrial and Commercial,Oil,2017,35.62444534
Redbridge,2017,Industrial and Commercial,Oil,2017,9.329265346
Richmond,2017,Industrial and Commercial,Oil,2017,7.599207498
Southwark,2017,Industrial and Commercial,Oil,2017,9.366414393
Sutton,2017,Industrial and Commercial,Oil,2017,8.71740927
Tower Hamlets,2017,Industrial and Commercial,Oil,2017,20.92571764
Waltham Forest,2017,Industrial and Commercial,Oil,2017,10.03919977
Wandsworth,2017,Industrial and Commercial,Oil,2017,6.163475768
Westminster,2017,Industrial and Commercial,Oil,2017,50.68067078
Unapportioned,2017,Industrial and Commercial,Oil,2017,-
London,2017,Industrial and Commercial,Oil,2017,619.2393087
Barking and Dagenham,2017,Industrial and Commercial,Waste and Renewables,2017,6.859645443
Barnet,2017,Industrial and Commercial,Waste and Renewables,2017,6.632984844
Bexley,2017,Industrial and Commercial,Waste and Renewables,2017,12.38550835
Brent,2017,Industrial and Commercial,Waste and Renewables,2017,4.838983048
Bromley,2017,Industrial and Commercial,Waste and Renewables,2017,8.24484683
Camden,2017,Industrial and Commercial,Waste and Renewables,2017,1.516898906
City of London,2017,Industrial and Commercial,Waste and Renewables,2017,0.006607126
Croydon,2017,Industrial and Commercial,Waste and Renewables,2017,10.83801006
Ealing,2017,Industrial and Commercial,Waste and Renewables,2017,7.25346252
Enfield,2017,Industrial and Commercial,Waste and Renewables,2017,8.956344971
Greenwich,2017,Industrial and Commercial,Waste and Renewables,2017,6.734996328
Hackney,2017,Industrial and Commercial,Waste and Renewables,2017,2.512842561
Hammersmith and Fulham,2017,Industrial and Commercial,Waste and Renewables,2017,2.628260539
Haringey,2017,Industrial and Commercial,Waste and Renewables,2017,5.185807303
Harrow,2017,Industrial and Commercial,Waste and Renewables,2017,5.036832412
Havering,2017,Industrial and Commercial,Waste and Renewables,2017,7.568904979
Hillingdon,2017,Industrial and Commercial,Waste and Renewables,2017,15.98642783
Hounslow,2017,Industrial and Commercial,Waste and Renewables,2017,5.677746171
Islington,2017,Industrial and Commercial,Waste and Renewables,2017,1.850038652
Kensington and Chelsea,2017,Industrial and Commercial,Waste and Renewables,2017,1.474985825
Kingston,2017,Industrial and Commercial,Waste and Renewables,2017,3.902903196
Lambeth,2017,Industrial and Commercial,Waste and Renewables,2017,4.629956428
Lewisham,2017,Industrial and Commercial,Waste and Renewables,2017,7.259718528
Merton,2017,Industrial and Commercial,Waste and Renewables,2017,6.836701019
Newham,2017,Industrial and Commercial,Waste and Renewables,2017,7.529349759
Redbridge,2017,Industrial and Commercial,Waste and Renewables,2017,7.255262021
Richmond,2017,Industrial and Commercial,Waste and Renewables,2017,4.929697225
Southwark,2017,Industrial and Commercial,Waste and Renewables,2017,3.659633149
Sutton,2017,Industrial and Commercial,Waste and Renewables,2017,5.523779958
Tower Hamlets,2017,Industrial and Commercial,Waste and Renewables,2017,7.408502068
Waltham Forest,2017,Industrial and Commercial,Waste and Renewables,2017,7.852072994
Wandsworth,2017,Industrial and Commercial,Waste and Renewables,2017,5.775815381
Westminster,2017,Industrial and Commercial,Waste and Renewables,2017,1.496967269
Unapportioned,2017,Industrial and Commercial,Waste and Renewables,2017,-
London,2017,Industrial and Commercial,Waste and Renewables,2017,196.2504937
Barking and Dagenham,2017,Industrial and Commercial,Total,N/A,172.9664158
Barnet,2017,Industrial and Commercial,Total,N/A,240.6903776
Bexley,2017,Industrial and Commercial,Total,N/A,280.7302655
Brent,2017,Industrial and Commercial,Total,N/A,307.6008931
Bromley,2017,Industrial and Commercial,Total,N/A,199.0912797
Camden,2017,Industrial and Commercial,Total,N/A,626.8535135
City of London,2017,Industrial and Commercial,Total,N/A,718.9446753
Croydon,2017,Industrial and Commercial,Total,N/A,266.5620057
Ealing,2017,Industrial and Commercial,Total,N/A,400.0014225
Enfield,2017,Industrial and Commercial,Total,N/A,261.8413584
Greenwich,2017,Industrial and Commercial,Total,N/A,228.1995039
Hackney,2017,Industrial and Commercial,Total,N/A,227.3638072
Hammersmith and Fulham,2017,Industrial and Commercial,Total,N/A,290.2180203
Haringey,2017,Industrial and Commercial,Total,N/A,173.0055827
Harrow,2017,Industrial and Commercial,Total,N/A,104.8405693
Havering,2017,Industrial and Commercial,Total,N/A,163.1873574
Hillingdon,2017,Industrial and Commercial,Total,N/A,542.3638823
Hounslow,2017,Industrial and Commercial,Total,N/A,369.6349469
Islington,2017,Industrial and Commercial,Total,N/A,344.4629886
Kensington and Chelsea,2017,Industrial and Commercial,Total,N/A,417.4117299
Kingston,2017,Industrial and Commercial,Total,N/A,150.7378967
Lambeth,2017,Industrial and Commercial,Total,N/A,296.7724247
Lewisham,2017,Industrial and Commercial,Total,N/A,140.4707584
Merton,2017,Industrial and Commercial,Total,N/A,185.0411567
Newham,2017,Industrial and Commercial,Total,N/A,475.5666455
Redbridge,2017,Industrial and Commercial,Total,N/A,122.6215329
Richmond,2017,Industrial and Commercial,Total,N/A,150.5378317
Southwark,2017,Industrial and Commercial,Total,N/A,519.0657948
Sutton,2017,Industrial and Commercial,Total,N/A,159.2297061
Tower Hamlets,2017,Industrial and Commercial,Total,N/A,745.8771438
Waltham Forest,2017,Industrial and Commercial,Total,N/A,154.1928769
Wandsworth,2017,Industrial and Commercial,Total,N/A,239.9543978
Westminster,2017,Industrial and Commercial,Total,N/A,1373.105513
Unapportioned,2017,Industrial and Commercial,Total,N/A,-25.03397924
London,2017,Industrial and Commercial,Total,N/A,11024.1103
Barking and Dagenham,2017,Transport,Aviation,2013 and 2017,0
Barnet,2017,Transport,Aviation,2013 and 2017,0.222724789
Bexley,2017,Transport,Aviation,2013 and 2017,7.910570611
Brent,2017,Transport,Aviation,2013 and 2017,0.308673711
Bromley,2017,Transport,Aviation,2013 and 2017,1.41078323
Camden,2017,Transport,Aviation,2013 and 2017,0
City of London,2017,Transport,Aviation,2013 and 2017,1.2266513
Croydon,2017,Transport,Aviation,2013 and 2017,0.282981392
Ealing,2017,Transport,Aviation,2013 and 2017,0.14793968
Enfield,2017,Transport,Aviation,2013 and 2017,0.311617772
Greenwich,2017,Transport,Aviation,2013 and 2017,6.3521457
Hackney,2017,Transport,Aviation,2013 and 2017,0.112003966
Hammersmith and Fulham,2017,Transport,Aviation,2013 and 2017,15.58139102
Haringey,2017,Transport,Aviation,2013 and 2017,0
Harrow,2017,Transport,Aviation,2013 and 2017,0.239313988
Havering,2017,Transport,Aviation,2013 and 2017,2.80996525
Hillingdon,2017,Transport,Aviation,2013 and 2017,737.1843516
Hounslow,2017,Transport,Aviation,2013 and 2017,114.6245273
Islington,2017,Transport,Aviation,2013 and 2017,0
Kensington and Chelsea,2017,Transport,Aviation,2013 and 2017,1.926378126
Kingston,2017,Transport,Aviation,2013 and 2017,0
Lambeth,2017,Transport,Aviation,2013 and 2017,0
Lewisham,2017,Transport,Aviation,2013 and 2017,0.009043798
Merton,2017,Transport,Aviation,2013 and 2017,0
Newham,2017,Transport,Aviation,2013 and 2017,37.88970285
Redbridge,2017,Transport,Aviation,2013 and 2017,0.814096687
Richmond,2017,Transport,Aviation,2013 and 2017,46.08028184
Southwark,2017,Transport,Aviation,2013 and 2017,1.226809543
Sutton,2017,Transport,Aviation,2013 and 2017,0.04418153
Tower Hamlets,2017,Transport,Aviation,2013 and 2017,12.18217109
Waltham Forest,2017,Transport,Aviation,2013 and 2017,0.56419389
Wandsworth,2017,Transport,Aviation,2013 and 2017,14.02114783
Westminster,2017,Transport,Aviation,2013 and 2017,0
Unapportioned,2017,Transport,Aviation,2013 and 2017,-
London,2017,Transport,Aviation,2013 and 2017,1003.483648
Barking and Dagenham,2017,Transport,Shipping,2016,4.683274358
Barnet,2017,Transport,Shipping,2016,0
Bexley,2017,Transport,Shipping,2016,2.407954716
Brent,2017,Transport,Shipping,2016,0
Bromley,2017,Transport,Shipping,2016,0
Camden,2017,Transport,Shipping,2016,0
City of London,2017,Transport,Shipping,2016,5.603625787
Croydon,2017,Transport,Shipping,2016,0
Ealing,2017,Transport,Shipping,2016,0
Enfield,2017,Transport,Shipping,2016,0
Greenwich,2017,Transport,Shipping,2016,3.886444037
Hackney,2017,Transport,Shipping,2016,0
Hammersmith and Fulham,2017,Transport,Shipping,2016,0.006600361
Haringey,2017,Transport,Shipping,2016,0
Harrow,2017,Transport,Shipping,2016,0
Havering,2017,Transport,Shipping,2016,1.13324698
Hillingdon,2017,Transport,Shipping,2016,0
Hounslow,2017,Transport,Shipping,2016,0
Islington,2017,Transport,Shipping,2016,0
Kensington and Chelsea,2017,Transport,Shipping,2016,0.015160005
Kingston,2017,Transport,Shipping,2016,0
Lambeth,2017,Transport,Shipping,2016,0.020598742
Lewisham,2017,Transport,Shipping,2016,0.696997107
Merton,2017,Transport,Shipping,2016,0
Newham,2017,Transport,Shipping,2016,4.725502293
Redbridge,2017,Transport,Shipping,2016,0
Richmond,2017,Transport,Shipping,2016,0
Southwark,2017,Transport,Shipping,2016,4.834824686
Sutton,2017,Transport,Shipping,2016,0
Tower Hamlets,2017,Transport,Shipping,2016,10.70539078
Waltham Forest,2017,Transport,Shipping,2016,0
Wandsworth,2017,Transport,Shipping,2016,0.007110696
Westminster,2017,Transport,Shipping,2016,4.227210962
Unapportioned,2017,Transport,Shipping,2016,-
London,2017,Transport,Shipping,2016,42.95394151
Barking and Dagenham,2017,Transport,Railways diesel,2014,1.585079582
Barnet,2017,Transport,Railways diesel,2014,5.036251157
Bexley,2017,Transport,Railways diesel,2014,0.819501204
Brent,2017,Transport,Railways diesel,2014,8.315634932
Bromley,2017,Transport,Railways diesel,2014,0.709534612
Camden,2017,Transport,Railways diesel,2014,6.510956843
City of London,2017,Transport,Railways diesel,2014,0
Croydon,2017,Transport,Railways diesel,2014,1.263243275
Ealing,2017,Transport,Railways diesel,2014,13.43130483
Enfield,2017,Transport,Railways diesel,2014,0.570741683
Greenwich,2017,Transport,Railways diesel,2014,0.581952923
